id,comentario,clasificacion
1580,"He actualizado y me ha pedido el correo de notificacion. Mi telefono estaba inscrito en ventanilla para la clave digital y trabajaba con transferencias, pero ahora me aparece un aviso que debo solicitar en ventanilla, pero en la app me sale como que tengo esa opcion, pero no trabaja. Por actualizar la app se ha desconfigurado todo.",relevante
1581,"No comprendo por qué dejó de ser una buena App, sus actualizaciones son cada vez peores y estresantes, comprendemos que algunas actualizaciones pueden presentar huecos, pero ser reincidentes ya es un problema. La peor experiencia.",no_relevante
1582,demasiadas actualizaciones,no_relevante
1583,"La verdad, despues de tiempo quise entrar y no reconocia mi contraseña, la restaure deposite y voy a caja a pagar se desconto el monto pero nunca paso al sistema... me quede sin plata y sin productos. Hasta la fecha no me devuelven. Lo unico bueno que haría Castillo sería botarlos del pais por ladrones.",relevante
1584,"Le pongo 2 estrellas ya que en la nueva actualización ya no puedo entrar, de por si la app es súper útil, pero en la última actualización se salió todo de control, se cierra y ahora me sale que debo actualizar entro a Play Store y me dice que ya esta actualizado llevo como 20 min tratando de entrar y nada :/",no_relevante
1585,De regular para mala,no_relevante
1586,"Increible que en plena era digital tengamos estos problemas tan basicos!!! la app del bcp no sirve para nada si necesitas comprobantes o evidencias, pague mi seguro anual completo, obvio necesito el documento para mi archivo, pero no hay forma de obtenerlo, la app no genera voucher, no permite capturas, no envia confirmacion, llame al banco y me dicen que vaya presencialmente a pedir una constancia, que perdida de tiempo por su incompetencia",relevante
1587,"La nueva actualización no dió buenos resultados, intente transferir no me permitió, pensé que era problema de mi equipo los desinstale más de 2O veces el aplicativo y aún así sigue sin dar solución, necesito respuesta ante ello , ya va más de un mes y sigue sin funcionar",no_relevante
1588,Pésima calidad del sistema,no_relevante
1589,"La peor experiencia en app bancaria, no permite abrir para nada 24/7 la app con el dichoso mensaje ""usted hizo 3 intentos errados de ingreso"" Ni en vía telefónica quieren brindarte información de la tarjeta. NO LO RECOMIENDO PARA NADA",relevante
1590,"Media hora para poder entrar a mi estado de cuenta, a cada rato me salia error en la aplicacion, no me dejaba no entrar aun cuando ponia mis datos correctos, espero mejoren la aplicacion en cuanto a funcionamiento",relevante
1591,No me llega la clave dinámica desde hace mucho y no puedo hacer ninguna transferencia.,relevante
1592,"No la descarguen, hay noticias en youtube sobre Scotiabank que dicen que roban a los clientes y a unode ellos le robó un total de 20,000 soles. Y al parecer si es verda Hace dos semanas me llegó un mensaje de Scotiabank diciendo que mi cuenta está bloqueada y la verda no se porque motivo y no me deja ingresar. Dice Error en la aplicacion Porque le roban a la gente de esta manera😡? Espero que por esto quiebren montón de ladrones. Y por bloquear cuentas si motivo con mi dinero encima.😡😡Que asco",relevante
1593,"Buen día, hoy 10 de noviembre quise pagar con mi aplicación Yape y al confirmar me indica en una pantalla: ""Tuvimos problemas con tu banco"" inténtelo más tarde si el problema persiste, que me ponga en contacto a través de Facebook mesenger.  Yo tengo saldo suficiente para realizar pagos, necesito que me ayuden a solucionar dicho problema.",relevante
1594,"Desde ayer no puedo entrar ""no hay detalles para esta app""",no_relevante
1595,"cuando realizas el pago con yape y minimiza y vuelves a abrir la aplicación se queda con la sección aperturada. Eso es inseguro. Un supuesto que te quiten el celular y se queda con la secion abierta 🥺, estaba mas seguro cuando minimiza y se cierra la sección. Pero es buena aplicación facilita bastante las operaciones.",relevante
1596,"La app es pésima, cada vez que quiero ingresar, sale un mensaje de que hubo un error de App ,vuelve a intentarlo y no permite me realizar mis operaciones, de lo peor",no_relevante
1597,Porque se cierra muy rápido cuando quiero poner mi clave,no_relevante
1598,ayuda me dice a cada momento que los 6 digitos q ingreso no son validos por q no se puede repetir al numero del telefono ?? no se q #&*% 😡 no ingresa,relevante
1599,"generalmente por las tardes deja de funcionar, pero es bastante intuitiva y adicionar que es supremamente inoportuna en sus actualizaciones, en el momento que urge una transferencia, decide actualizarse.",no_relevante
1600,"pésimo servicio de que sirve que habiliten plin sino se puede usar por una clave dinámica que no llegue, sino arreglan ese problema pronto estaré anulando todas mis tarjetas interbank, pasándome a otro banco, pésimo servicio y AVI no funciona",relevante
1601,"No es tan eficaz, en vista que no se puede acceder con facilidad. o cuál será la falla...",no_relevante
1602,"muy mala, hay demasiada complicación para las operaciones que uno quiere realizar",no_relevante
1603,La app dejó de funcionar de la nada. Se congela y ni siquiera puedo ingresar mis datos. Esto perjudica al usuario ya que efectuamos transacciones por la app.,no_relevante
1604,nunca llega el código de confirmación para transferir o plinear,relevante
1605,"Pésima actualización, mi token digital no funciona, es lenta, poco versátil y el menú demaciado complicado regresen a la anterior mejor. Y peor aún ya no puedo ingresar a mi Banca por Internet desde que habilite mi huella digital. Que pesar señores una solución porfavor.",relevante
1606,"Tanto demoran en solucionar el problema con tener que reinstalar a cada rato la app? De verdad que horrible, no se que habrán hecho en esta actualización, pero su proceso de QA debe ser inexistente si cometen este tipo de errores. Y aun no lo solucionan! En qué manos está mi dinero si no hacen un buen QA",no_relevante
1607,Llega el token digital después de una hora y es invalida al querer continuar.,relevante
1608,Deseo plinear y no me llega el código de verificación ¿qué está pasando con esta app?,relevante
1609,Me sale que ingrese 3 veces mal la clave pero es porque la app se congela y se intenta un montón de veces pero ya no puedo ingresar . No puedo ver mi estado de cta. ¡Que horror!,relevante
1610,"pésimo servicio. te ofrecen una tarjeta de crédito te llaman para indicarte que puedes ir a recogerla. llegas a la tienda encima que te hacen esperar 1 hora para que te atiendan cuando llega tu turno te dicen que no se puede recoger por ahora que regreses el día que al banco se le pega la gana... mal la experiencia, si así tratan a un posible cliente como tratarán a sus clientes. Yo me salve y tome otra opción de banco espero ustedes no caigan. saludos.",no_relevante
1611,"Me sale error cada que intento ingresar, no me puedo ni registrar, en cada actualización debo volver a ingresar datos, ¿si no tengo la tarjeta a la mano y debo pagar gastos que hago? Y es insoportable que te condicionen a actualizar para poder usar.",relevante
1612,La app es un desastre desde hace una semana no puedo hacer ni transferencia ni plin porque nunca llega la clave dinámica. O llega después de una hora cuando ya no estoy utilizando la app encima llegan varios mensajes con la clave dinámica.Lo único que dicen los operadores es que lo vuelva a instalar. Ya lo hice pero aún así persiste el problema ojalá lo solucionen lo mas pronto,relevante
1613,"No concluye correctamente la operación, dice que hubo un error, pero si me descuenta el dinero y no se refleja, tampoco envía el reporte al correo, tengo que salir 6 volver a ingresar para ver el saldo actual, tampoco graba operaciones frecuentes por el error, realmente, antes era mejor... espero la arreglen o será inoperativa al final y no se podrá usar, aún no pruebo plin en esta, al menos espero funcione bien eso o tendré que manejar mi dinero en otro banco otra app",relevante
1614,"Desde la última actualización ya no puedo abrir el aplicativo. Radico en Pucallpa e ir al banco de la nación es mínimo 3 horas de cola, tiempo que evidentemente no disponemos, porque estamos en nuestros centros de labores. El aplicativo nos facilita nuestras actividades bancarias; sin embargo ahora me resulta totalmente inútil.",no_relevante
1615,"Me parece una falta de respeto que un banco tan reconocido presente este tipo de plataforma digital que tienen mucho errores, la aplicación no funciona correctamente, para poder ingresar a los estados de cuenta debo eliminar y instalar la aplicación varias veces, para poder así acceder",no_relevante
1616,"Desastre de app, lo peor",no_relevante
1617,No puedo ingresar a mi app,no_relevante
1618,"no me dejan restablecer mi contraseña, es un atraso necesito ver cuando me depositen un pago que viene sin aviso.... HORRIBLES!",relevante
1619,Es un dolor de cabeza y sta actualización ya no puedo realizar ningún pago ni transferencia porque el token digital no se activa te pide un código cuando lo colocas sale el mensaje en estos momentos no se pudo realizar la acción y todos los días es lo mismo en vez de mejorar han malogrado la app por completo,relevante
1620,"el aplicativo está bien, pero el problema es el token digital que se me desactiva constantemente y tambien que al momento de activarlo se demora demasiado",relevante
1621,no puedo hacer transferencia interbancaria active mi token y nada,relevante
1622,No se puede ingresar y te sale un mensaje en este momento no podemos atender,no_relevante
1623,"La aplicación viene presentando problemas, no permite el acceso la ingreso de la clave, cuando carga la página no muestra los números, por lo que no se puede acceder al aplicativo. Impide utilizarlo de manera regular, no ofrece ningún tipo de ayuda o número para reportar el inconveniente",relevante
1624,la nueva actualización no me permite ingresar me dice error en su operación y solo quiero entrar a ver mi estado de cuenta,relevante
1625,"No sé que han querido hacer con esta actualización, se visualizan todas tus cuentas, ya no puedes ocultar una de ellas por seguridad. Si quieres hacer un giro no se puede. Pésima está app y peor su actualización. 06-07-2024: Cada vez peor esta App, ahora ya no se visualiza una de mis cuentas ni el saldo, lo ratifico pésima esta App, con cada actualización aumentan los errores y mi disconformidad.",relevante
1626,Esta apareciendo el error de 3 intentos ... al ingresar correctamente la clave web. SOLUCIONEN DE UNA VEZ SEÑORES ESE PROBLEMA. A esta fecha 24/01/2022 se repite el problema 🤨,relevante
